tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,time
-8.4,-13.8,-3,1.1,190,253,19.6,52,1014.8,,14-12-2020
-16.7,-19.8,-13.6,0,190,315,10.1,,1031.6,,15-12-2020
-16.7,-19.9,-13.4,0,190,76,16.1,33,1031.1,,16-12-2020
-13.7,-18.2,-9.1,0,80,48,17.5,,1026.2,,17-12-2020
-10.5,-17.1,-3.9,0,80,112,13.9,35,1028.9,,18-12-2020
-1.2,-4.8,0,2.5,180,164,18.8,39,1018.9,,19-12-2020
0.1,-0.7,0.8,4,150,181,17.3,39,1008.1,,20-12-2020
-1.4,-2.6,-0.2,0.6,200,229,8.9,,1004.4,,21-12-2020
-6.2,-10.3,-2.1,0,180,308,14,39,1015.2,,22-12-2020
-1.7,-7.7,4,1,190,159,29.9,61,1012.6,,23-12-2020
0.6,-4,5.1,10.1,150,202,25.2,61,1000.6,,24-12-2020
-9.3,-14.5,-4,4.8,150,344,21.2,54,1003.4,,25-12-2020
-13.3,-15,-11.6,2.4,300,286,9.4,,1007.5,,26-12-2020
-9.5,-13.9,-5,3.8,160,152,12.2,35,1016.6,,27-12-2020
-10.3,-15,-5.5,4.6,240,354,17.9,46,1014,,28-12-2020
-11.2,-15.9,-6.5,0,280,245,11.2,32,1030.5,,29-12-2020
-4.5,-8.6,-0.4,2.5,280,172,21.9,52,1011.3,,30-12-2020
-4.5,-5.6,-3.3,0,300,263,14.1,35,1019.9,,31-12-2020
-3.4,-4.8,-2,0,300,177,11.9,,1025.7,,01-01-2021
-3.9,-5.3,-2.4,0,300,307,11.1,,1016.9,,02-01-2021
-2.9,-4.3,-1.4,0,300,191,13.6,,1015.7,,03-01-2021
-1.7,-3.2,-0.6,0,300,209,17.5,33,1014.8,,04-01-2021
-1.6,-2.5,-0.6,0,300,127,8.3,,1017.2,,05-01-2021
-3.6,-6.2,-0.9,0,300,351,13.7,32,1027.2,,06-01-2021
-10.1,-13.6,-5.9,0,150,13,18.4,34,1032,,07-01-2021
-9.6,-15,-4.1,0,300,10,15.8,42,1027.7,,08-01-2021
-9.7,-12.8,-6.5,0,270,359,12.3,32,1025.9,,09-01-2021
-7.8,-11.7,-3.9,0,270,241,8,,1025.6,,10-01-2021
-3.3,-4.3,-2.2,0,270,230,16.1,41,1018.9,,11-01-2021
-2.6,-4.1,-1.1,0.2,270,211,11.4,,1015.5,,12-01-2021
-0.9,-1.3,-0.5,0,270,213,17.3,37,1006.6,,13-01-2021
-1.4,-2.4,-0.4,0,250,59,10.5,,1009.2,,14-01-2021
-0.1,-1.2,1.1,0.8,200,95,19.8,37,1009.7,,15-01-2021
-3,-5.5,-0.4,4.4,220,22,15.2,42,1000.7,,16-01-2021
-9.8,-13.9,-5.6,0.4,260,340,17.9,37,1003.6,,17-01-2021
-14.8,-18.7,-10.9,0,270,39,10.8,,1011.8,,18-01-2021
-12.4,-18.4,-6.3,0.6,270,5,10,32,1014.5,,19-01-2021
-14.2,-20.5,-7.8,1.6,270,99,14.6,42,1016.9,,20-01-2021
-4.4,-8.8,0,0.6,290,254,21.7,59,994.6,,21-01-2021
-13.7,-18.1,-9.3,0,290,338,18.8,42,1011.3,,22-01-2021
-16.9,-21,-12.8,0,290,325,9.3,,1027,,23-01-2021
-13.2,-15.8,-10.6,1.4,290,121,9.5,,1025.7,,24-01-2021
-8.9,-13.6,-4.2,0.8,330,324,8.2,,1019.8,,25-01-2021
-11.7,-14.7,-8.6,0,330,22,21.9,41,1019.5,,26-01-2021
-15,-20.5,-9.4,0,330,348,13,,1026.7,,27-01-2021
-18.8,-22.3,-15.3,0,330,320,13.2,32,1032.1,,28-01-2021
-16.1,-20.4,-11.7,0,300,325,12.7,,1029.6,,29-01-2021
-17.1,-23.3,-10.8,0,300,22,9.6,,1030.6,,30-01-2021
-17.5,-22.8,-12.1,0,300,37,19.5,33,1029.7,,31-01-2021
-13.5,-20.4,-6.5,0,300,35,19.4,37,1026.4,,01-02-2021
-8.9,-14.6,-3.2,0,300,11,24.1,42,1021.8,,02-02-2021
-7.3,-14.2,-0.4,0,300,348,18,41,1017.1,,03-02-2021
-5.9,-13.1,1.3,0,280,143,14,41,1011.3,,04-02-2021
-4,-9.2,-0.3,5.6,340,178,28.6,72,991.6,,05-02-2021
-11.2,-13.2,-9.3,0.4,380,232,20.6,58,1006.3,,06-02-2021
-14.6,-18.6,-10.6,0,380,246,12.3,33,1014.9,,07-02-2021
-15.9,-21.1,-10.6,0,380,224,11.8,37,1024.8,,08-02-2021
-14.6,-18.9,-10.2,0,380,222,11.1,37,1025.1,,09-02-2021
-17.9,-25.2,-10.5,0,380,238,8.7,,1027.5,,10-02-2021
-20,-24.5,-15.5,0,390,33,16.5,37,1034.1,,11-02-2021
-20.8,-25.4,-16.1,0,390,32,11.9,,1035.8,,12-02-2021
-20.8,-26.9,-15.8,0.2,390,35,16.1,,1033.8,,13-02-2021
-16.2,-22.7,-11.2,0.2,400,340,8.4,,1028,,14-02-2021
-15.4,-17.9,-12.2,0,400,330,15,39,1028.3,,15-02-2021
-16,-19.8,-12.1,3.4,410,359,22,45,1018.8,,16-02-2021
-15,-24.1,-5.8,0,280,258,11.3,33,1027.9,,17-02-2021
-12.1,-18.6,-5.8,0,280,9,8.8,,1031.8,,18-02-2021
-10.6,-15.6,-5.6,0,400,37,8.3,,1024.2,,19-02-2021
-10.6,-17.1,-4,0,400,353,8.9,,1024.5,,20-02-2021
-8.7,-13.1,-4.3,0.6,400,196,16.2,42,1027.6,,21-02-2021
-4.2,-7,-1.4,4.4,320,159,16.9,39,1003.8,,22-02-2021
1.1,-1.9,4.1,6.6,390,249,18.1,45,998.3,,23-02-2021
-6.4,-11.6,-1.1,5.9,400,10,16,48,1009.8,,24-02-2021
-13.9,-19,-8.8,0,440,257,13.8,41,1024.2,,25-02-2021
-5.8,-13.3,1.7,0,440,195,21.2,71,1023.5,,26-02-2021
-2.5,-7,2,0.4,400,185,13.3,,1015.1,,27-02-2021
2.3,-2.5,7,3.3,380,165,20.9,72,1011.5,,28-02-2021
-9.7,-20.8,1.4,0,290,313,28.2,61,1013.2,,01-03-2021
-13,-23.4,-2.5,2,290,220,17.5,59,1019.7,,02-03-2021
-6.2,-10.5,-1.8,0,330,344,14.9,35,1012.8,,03-03-2021
-13.3,-17.9,-8.6,0,320,344,21.8,42,1025.2,,04-03-2021
-10.2,-16.5,-3.8,0,320,323,25.3,61,1020.1,,05-03-2021
-10.1,-14.7,-5.5,0,300,335,19.2,45,1023.9,,06-03-2021
-15.2,-22.4,-8,0,300,263,10.3,,1032.1,,07-03-2021
-4.7,-13.2,3.8,0.2,300,190,17.9,35,1023.3,,08-03-2021
2,-3.3,7.2,0,280,225,11.3,36,1026.8,,09-03-2021
3.4,-0.9,7.6,6.4,240,175,22.8,52,1017.8,,10-03-2021
4.3,-1.6,10.2,0,120,214,32.8,74,1005.8,,11-03-2021
-5.4,-12.2,1.4,0,30,290,24,64,1021.3,,12-03-2021
-6.3,-13.5,0.9,0,30,243,14.8,51,1024.8,,13-03-2021
-7.1,-12.2,-1.9,0,30,341,25.3,69,1028.2,,14-03-2021
-9.5,-15.7,-3.2,0,30,20,12.1,32,1034,,15-03-2021
-2.4,-9.2,4.5,0,30,206,9.1,,1021,,16-03-2021
-0.9,-4.8,3.1,0,30,223,10.5,31,1018,,17-03-2021
-4.2,-8,-0.3,0,20,8,23.3,54,1024,,18-03-2021
-2.9,-10.7,4.9,0,20,256,14.5,44,1032.1,,19-03-2021
3.7,-4.8,12.1,0,20,220,18.5,44,1030.7,,20-03-2021
4.9,-2.5,12.2,0,20,198,20.7,48,1028.6,,21-03-2021
7.7,0.6,14.8,0,,193,22.5,57,1020.2,,22-03-2021
9.6,3.6,15.6,0,,132,9.4,,1019.4,,23-03-2021
7.6,2.6,12.6,6.2,,111,17.7,45,1010.8,,24-03-2021
3.1,-1.1,7.2,0.4,,228,18,48,1010.1,,25-03-2021
-2.6,-4.3,-0.9,0,,10,24.8,56,1013.6,,26-03-2021
-0.6,-2.8,2.4,0,,199,9.1,,1018.8,,27-03-2021
-3,-6,0,26.6,30,22,22.3,69,1002.6,,28-03-2021
-5.2,-10.8,0.5,0,140,258,18.1,45,1018.7,,29-03-2021
4.9,-2.9,12.7,1.1,20,187,34.3,90,1008.5,,30-03-2021
-0.8,-6.4,4.8,0.5,0,289,17.4,43,1013.2,,31-03-2021
-6.2,-11.8,-0.5,0,,2,27,56,1027.1,,01-04-2021
-3.5,-11.8,4.9,0,,342,12,35,1030.2,,02-04-2021
1.6,-5.4,8.6,0,,204,16.6,53,1021.6,,03-04-2021
5.8,-2,13.6,0,,18,12.9,36,1021.5,,04-04-2021
6.6,-0.6,13.7,0,,70,12,,1021.5,,05-04-2021
6.3,1.9,10.7,0,,139,15.1,39,1016.8,,06-04-2021
12.4,4.8,20,0,,125,12.4,,1015.8,,07-04-2021
16.2,8.4,24,0,,136,15.8,35,1012.4,,08-04-2021
13.7,10.6,16.7,3.7,,128,17.8,37,1010,,09-04-2021
14.8,9.6,20,0,,181,15.2,36,1006.7,,10-04-2021
15,9.1,20.8,3.3,,85,18.5,46,1000.7,,11-04-2021
11,7.4,14.6,0.4,,87,16.6,40,1008.1,,12-04-2021
7.3,3.4,11.1,3.3,,160,16.4,32,1016,,13-04-2021
7.4,0.8,14,0,,159,13.6,38,1015.2,,14-04-2021
2.9,1,4.8,6.2,0,343,12.9,43,1010,,15-04-2021
2.6,0,5.1,2.5,10,0,21.3,47,1010.9,,16-04-2021
5.3,0,11.7,0,,356,13.9,49,1011.5,,17-04-2021
8.1,4.2,11.9,1.1,,9,9.3,41,1009.7,,18-04-2021
5.8,-1.1,12.7,0.4,,195,16.4,57,1005.9,,19-04-2021
-3.3,-7.2,0.7,0.2,,292,21,44,1011.5,,20-04-2021
-5,-10.1,0.1,0,,344,15.1,32,1016.5,,21-04-2021
0.8,-5.4,7,0,,294,14.9,43,1011.9,,22-04-2021
7.4,-2.6,17.3,0,,240,16.5,53,1010.3,,23-04-2021
10.2,4.3,16,0.2,,242,14.8,41,1010.1,,24-04-2021
-0.1,-6,5.8,2.4,,314,23.3,49,1012.2,,25-04-2021
0.1,-8.2,8.4,0,,7,10.1,35,1023,,26-04-2021
7.2,0.8,13.5,1.3,,103,13.4,33,1015.3,,27-04-2021
5.2,2.2,8.1,18.7,,30,16.1,41,1013.5,,28-04-2021
10.3,2.5,18,0.3,,3,10.8,36,1007.5,,29-04-2021
4,-2.5,10.4,1.4,,329,31,84,1007.8,,30-04-2021
1.4,-4.6,7.3,0.2,,203,19,55,1011.6,,01-05-2021
7.4,0.3,14.4,0,,26,12.4,46,1006.9,,02-05-2021
5.4,3.1,7.6,6.3,,61,19.4,36,1011.3,,03-05-2021
5.3,3.7,7,16,,55,15.4,41,1007.2,,04-05-2021
4.3,-0.6,9.2,0.5,,345,17.3,43,1012.1,,05-05-2021
4.5,-0.9,9.9,0.5,,279,9.3,42,1017.3,,06-05-2021
4.4,-1.3,10.1,0,,261,9.9,32,1014.2,,07-05-2021
5.3,-0.5,11,0,,350,12.5,33,1015.6,,08-05-2021
6.4,0,12.7,0,,286,11.4,44,1014.4,,09-05-2021
5.1,0.2,10,1.1,,344,14.8,39,1014.9,,10-05-2021
6,0.2,11.7,2.4,,327,18.1,63,1019,,11-05-2021
9.3,0.4,18.1,0,,330,13.6,45,1025.3,,12-05-2021
12.5,4.2,20.7,0,,301,10,32,1024.8,,13-05-2021
12.9,3.9,21.9,0,,248,13,39,1021.9,,14-05-2021
14.5,8.2,20.8,0.7,,260,12.9,59,1021.5,,15-05-2021
14.8,7,22.5,0,,230,13,43,1022,,16-05-2021
14,6.2,21.7,1.5,,203,16.2,49,1022.6,,17-05-2021
18.1,8.6,27.6,0,,241,11.5,41,1023.8,,18-05-2021
18.4,11.1,25.6,0,,208,14.3,44,1025.2,,19-05-2021
21.7,15,28.4,0,,201,17.6,43,1025.1,,20-05-2021
23.1,17,29.2,0,,212,17,49,1025.1,,21-05-2021
22.5,16.9,28,0.5,,239,13.3,37,1019.8,,22-05-2021
12.3,4.5,20.1,2.9,,25,22.2,54,1023,,23-05-2021
12.6,4.1,21.1,0,,164,16.8,45,1022.7,,24-05-2021
18.8,11.9,25.7,16.5,,208,20,45,1010.6,,25-05-2021
13.4,4.3,22.5,0,,246,23.2,53,1007,,26-05-2021
6,1.9,10.1,0,,18,18.9,43,1023.3,,27-05-2021
6.8,0.2,13.3,0,,42,18.3,42,1024.3,,28-05-2021
9.8,2.6,17,0,,34,15.4,35,1024.4,,29-05-2021
11.8,2.9,20.6,0,,165,11.9,39,1024.4,,30-05-2021
14.3,6.9,21.6,0,,238,14.9,45,1021.7,,31-05-2021
15.4,7.4,23.1,0,,244,12.8,37,1019.9,,01-06-2021
16.6,9,24.2,0,,217,14.9,46,1017.7,,02-06-2021
17.2,10.4,24,0,,216,17.5,52,1009.8,,03-06-2021
19.1,10.7,27.5,0,,234,14,45,1007.6,,04-06-2021
18.3,14.5,22.4,1.2,,222,13.7,32,1005.9,,05-06-2021
22.7,14,31.3,0,,198,17.1,50,1009.2,,06-06-2021
23.3,15.5,31,0,,215,20.5,51,1010.6,,07-06-2021
24.6,18.4,30.8,15.8,,249,9,73,1014.3,,08-06-2021
19.1,13.4,24.8,16.1,,40,19.6,39,1020.6,,09-06-2021
17.3,10.6,24,6.3,,81,15,37,1020,,10-06-2021
15.7,11.9,19.4,0.7,,56,13,34,1015.7,,11-06-2021
16.4,10.9,21.9,0,,46,11.5,,1013.1,,12-06-2021
19.6,13.2,25.9,11.6,,251,10.2,58,1009.4,,13-06-2021
17.2,12.7,21.6,4,,329,17.5,45,1009,,14-06-2021
14.3,8.7,19.3,0,,4,24.5,49,1015.5,,15-06-2021
13.8,3.6,21,0,,337,14.5,45,1017,,16-06-2021
15.2,5.8,24.6,0,,243,17,54,1012.2,,17-06-2021
19.6,14,25.1,0,,211,20.3,54,1003.1,,18-06-2021
17.6,11.3,23.9,0,,316,12.9,39,1004.5,,19-06-2021
17.3,10.7,23.8,0,,214,16.2,44,1005.3,,20-06-2021
12.6,4.5,20.6,17,,288,19,54,997.7,,21-06-2021
8,1.6,14.4,1.8,,263,9.3,32,1011.9,,22-06-2021
12.6,5.9,19.3,0,,215,17.6,50,1016.7,,23-06-2021
17.6,14.5,20.7,0.5,,198,28.6,55,1015.4,,24-06-2021
18.6,14.9,22.2,5,,187,17.6,41,1014.3,,25-06-2021
19.9,16.9,22.9,21.2,,189,11.4,33,1010.6,,26-06-2021
19.5,17.4,21.6,6.9,,40,12.3,45,1009.5,,27-06-2021
21.5,17.3,25.6,1.6,,48,10.3,32,1017.6,,28-06-2021
19.9,16.9,22.8,0.2,,218,12,,1019.2,,29-06-2021
19.7,13.6,25.7,9.9,,303,12.5,58,1013.9,,30-06-2021
13.8,12.1,15.5,1.2,,6,17.9,40,1015.9,,01-07-2021
17.5,11.6,23.4,0,,6,16,38,1014.8,,02-07-2021
20.6,14.5,26.7,0,,210,11.8,36,1009.4,,03-07-2021
19.8,12.7,26.9,0,,192,14.6,38,1011,,04-07-2021
21,16.6,25.4,0.8,,205,16.5,42,1009,,05-07-2021
19.6,13.2,26,3,,312,16.8,46,1011.4,,06-07-2021
14.9,11.7,18.1,0,,42,18.2,36,1018,,07-07-2021
13.3,10.5,16.1,0,,64,19,40,1015.5,,08-07-2021
17.3,10.3,24.2,0,,29,11.2,37,1014.7,,09-07-2021
18.5,10,26.9,0,,214,11.5,49,1016.6,,10-07-2021
19.6,11.6,27.5,0,,323,8.4,,1017.1,,11-07-2021
21.8,15.3,28.3,0,,64,11,,1020.1,,12-07-2021
21.3,17.8,24.7,24.6,,146,11.6,40,1016.1,,13-07-2021
21.7,16.9,26.4,11,,249,12.4,42,1014.8,,14-07-2021
17.1,12.8,21.3,13.2,,177,16.4,44,1011.4,,15-07-2021
19.2,11.2,27.1,0,,273,9.2,,1016.7,,16-07-2021
21.6,14.1,29.1,0,,342,10.3,,1018.8,,17-07-2021
22.6,16.6,28.6,0,,347,9,32,1019.6,,18-07-2021
23.8,16.8,30.8,0,,295,9.5,61,1016.5,,19-07-2021
14.5,10,18.9,3.7,,28,20,49,1015.9,,20-07-2021
16.8,10.5,23,0,,1,13.4,39,1019.4,,21-07-2021
17.5,10.9,24.1,0,,295,9.9,35,1021.1,,22-07-2021
18.9,11.2,26.6,0,,229,10.3,36,1020.4,,23-07-2021
16.7,14.6,18.7,33.6,,169,18,46,1010.6,,24-07-2021
20.7,15.3,26.1,0,,258,11.4,37,1007,,25-07-2021
19.4,13.4,25.4,4,,330,11.4,33,1011.8,,26-07-2021
18.7,14.5,22.8,0,,60,11.7,,1014.5,,27-07-2021
18.1,12.3,23.9,1.8,,138,12,,1017.1,,28-07-2021
18.4,11.7,25.1,3,,333,12.3,46,1010,,29-07-2021
14.2,9.5,18.9,0,,336,16.8,43,1017,,30-07-2021
14.5,12.1,16.9,4.1,,225,7,,1013.9,,31-07-2021
15.5,9,21.9,0.2,,8,13.4,44,1013.2,,01-08-2021
16,7.8,24.1,0,,283,13.3,38,1016.6,,02-08-2021
19.4,13.7,25.1,6.1,,251,11.4,41,1015.6,,03-08-2021
19.9,13.3,26.4,0,,182,9.9,32,1018.1,,04-08-2021
21.3,15.4,27.1,0,,203,14.6,35,1017.2,,05-08-2021
20.1,16.4,23.7,1.4,,200,16.3,50,1014.6,,06-08-2021
16.3,13.9,18.6,0,,28,14.3,33,1016.3,,07-08-2021
17.9,14.5,21.3,7.9,,114,13.3,33,1015.5,,08-08-2021
23.7,18.8,28.6,7.7,,181,17.8,45,1013.9,,09-08-2021
22.5,20.1,24.8,29.7,,167,15,32,1011.2,,10-08-2021
23.6,18.7,28.4,9.5,,193,18.6,55,1007.1,,11-08-2021
23,18.5,27.4,1.6,,223,17.8,53,1007.1,,12-08-2021
18.9,13.2,24.6,0,,256,12.8,53,1013.2,,13-08-2021
14.7,8.9,20.4,0,,291,10.8,36,1021.3,,14-08-2021
16.9,9.6,24.2,0,,221,16.1,45,1023.3,,15-08-2021
20.9,14.6,27.1,0,,206,14.9,41,1020.1,,16-08-2021
21.2,15.6,26.7,0,,191,11.7,32,1017.9,,17-08-2021
19.6,11.5,27.7,0,,228,8.1,,1019.2,,18-08-2021
22.9,16.1,29.6,0,,287,9.4,,1016.7,,19-08-2021
24.6,18.2,30.9,0,,278,8.3,58,1013.6,,20-08-2021
24.3,18.7,29.9,0,,211,11.7,37,1011.9,,21-08-2021
22.2,17.8,26.6,0,,353,10.5,46,1013.2,,22-08-2021
20.9,14.4,27.4,0,,287,12.6,39,1012.1,,23-08-2021
22.4,14.9,29.8,0,,239,11.6,36,1012.7,,24-08-2021
24.5,19,29.9,0,,212,13.3,41,1014.7,,25-08-2021
20,13.7,26.2,0,,346,12.4,47,1019.3,,26-08-2021
14.1,12.2,15.9,3.8,,61,20.1,46,1025.4,,27-08-2021
16.9,12.8,20.9,3,,127,15.6,38,1020.5,,28-08-2021
22.1,16.5,27.6,15,,199,18.5,81,1012.5,,29-08-2021
19.1,13.1,25.1,0,,264,14.4,40,1007.8,,30-08-2021
16.4,9.8,22.9,0,,320,11,35,1010.8,,31-08-2021
15.2,7.5,21.7,0,,357,12.9,32,1015,,01-09-2021
11.4,4.3,18.4,0,,355,15.3,43,1019.6,,02-09-2021
15.2,9.9,20.4,0,,11,6.9,36,1021.1,,03-09-2021
14.7,9.8,19.3,8.6,,189,12.6,53,1014.2,,04-09-2021
16.3,10.8,21.8,0.5,,250,15.5,37,1003.2,,05-09-2021
14.1,8.3,19.8,0,,291,12.6,36,1007.5,,06-09-2021
13.5,7.8,19.1,1.2,,178,14.5,59,1007.6,,07-09-2021
15.5,12,19,11.1,,232,16.8,52,999.9,,08-09-2021
14.3,8.6,19.9,0,,331,13.8,37,1009.6,,09-09-2021
14.1,7.6,20.6,0,,292,9.6,57,1015.3,,10-09-2021
17.3,11.2,23.4,31.4,,214,17,67,1009.6,,11-09-2021
13.7,8.5,18.8,0,,267,11,34,1013.3,,12-09-2021
13.2,8.9,17.4,0,,16,10.8,,1019,,13-09-2021
14.2,8.4,19.9,11.2,,145,19.3,55,1009.6,,14-09-2021
14.2,7.3,21,0,,259,11.4,32,1011.8,,15-09-2021
14.6,7.4,21.8,0,,223,15.2,44,1021,,16-09-2021
18.4,11.8,25,0,,197,23,56,1017,,17-09-2021
12.7,6.4,18.9,0,,10,8.9,,1022.8,,18-09-2021
13.5,6.3,20.7,0,,186,14,40,1023.1,,19-09-2021
17.3,10.1,24.4,0,,164,18.6,37,1019.4,,20-09-2021
14,8.6,19.4,21.4,,201,27,65,1013.8,,21-09-2021
8.1,7,9.2,1.7,,21,30.7,66,1020.4,,22-09-2021
8,6.4,9.6,9,,35,31.8,77,1012.1,,23-09-2021
11,8.7,13.3,5.1,,185,16.6,48,1008.1,,24-09-2021
10.5,8.2,13.1,10.2,,189,16.3,49,1009.4,,25-09-2021
10.3,6.5,14.9,0.2,,226,13.2,38,1009.1,,26-09-2021
9.7,3,16.4,0.3,,354,13.8,33,1009,,27-09-2021
9.5,1.4,17.6,0,,309,11.9,44,1015.5,,28-09-2021
9.9,4.4,15.4,0,,5,13.3,40,1019.9,,29-09-2021
8.4,5.7,11.1,0,,31,8.8,,1024.9,,30-09-2021
11.2,5.8,16.4,0,,219,13.6,35,1022.5,,01-10-2021
14.9,13.1,16.7,19.3,,248,9.4,,1014.5,,02-10-2021
12.9,12,13.7,1.2,,61,17.3,,1013.8,,03-10-2021
14.5,10.4,18.6,0,,69,13.8,31,1017.5,,04-10-2021
13.3,7.1,19.4,0,,49,9.8,,1025.3,,05-10-2021
13.7,7.8,19.6,0,,160,8.3,,1028.3,,06-10-2021
14.3,7.8,20.7,0,,255,5.8,,1024.7,,07-10-2021
15.2,8.7,21.6,0,,108,10.7,,1020.6,,08-10-2021
14.9,13.3,16.5,28.9,,142,11.4,,1016.8,,09-10-2021
16.6,15.8,17.4,3.4,,173,16.5,42,1014,,10-10-2021
18.3,15.1,21.5,0,,171,23.3,53,1010.7,,11-10-2021
18.1,15.5,20.6,17.6,,160,15.9,49,1011.7,,12-10-2021
16.7,13.2,20.1,0.9,,227,9.5,,1012.3,,13-10-2021
15.2,13.3,18.9,10.7,,171,14.1,37,1012.1,,14-10-2021
14,9.5,18.5,1.7,,250,8.3,,1009.6,,15-10-2021
9.8,6.5,12.7,0.8,,311,13.3,32,1005.2,,16-10-2021
8.4,4.5,12.2,0,,300,16.7,51,1009.1,,17-10-2021
6.4,1.9,11.4,0,,312,14.1,33,1015.5,,18-10-2021
12.4,1.7,23,0,,251,13.1,36,1013.4,,19-10-2021
8.4,4.8,11.9,0,,342,12.6,,1015.4,,20-10-2021
1.9,-1.1,4.9,12.3,0,18,21,48,1011.5,,21-10-2021
2.1,-1,5.1,0,,327,12.1,41,1016.1,,22-10-2021
5.1,0.6,9.6,0,,205,10,,1015,,23-10-2021
4.4,1.8,7,1.1,,137,9.5,32,1017.4,,24-10-2021
5.2,2.6,7.7,0.6,,36,27.3,60,1019.3,,25-10-2021
3.9,1.8,5.9,0,,17,28.6,52,1017.3,,26-10-2021
8.1,4.4,11.8,0,,37,19.7,64,1018.8,,27-10-2021
7.4,2.2,12.6,0,,74,15.7,39,1015.9,,28-10-2021
7.7,1,14.4,0,,76,14.8,,1011.4,,29-10-2021
7.4,4.5,10.3,0.4,,50,17.2,34,1007.3,,30-10-2021
7.2,1.3,13,1.2,,312,10.1,50,1002.7,,31-10-2021
2.8,-2.1,7.6,0,,251,19.8,46,1012.9,,01-11-2021
0.5,-4.2,5.1,0,,308,9.1,,1019.2,,02-11-2021
-3.3,-7.2,0.6,0,,338,8.1,,1026.3,,03-11-2021
-1.1,-6.7,4.5,0,,189,11.8,32,1026.1,,04-11-2021
3.2,-2.4,8.7,0,,212,19.6,45,1025,,05-11-2021
6.2,3.2,9.2,0,,200,26,54,1020.6,,06-11-2021
8.6,4.6,12.5,1.6,,222,14.8,39,1016.5,,07-11-2021
9.4,3.8,15,0,,198,18.8,37,1016.4,,08-11-2021
4.6,-0.4,9.6,0,,263,11.8,,1020.4,,09-11-2021
3.6,-1.8,8.9,0,,270,13.9,37,1021.6,,10-11-2021
2.2,-2.3,6.6,1.4,,100,24.6,50,1017.3,,11-11-2021
5.6,1.7,9.4,9.8,,185,23.7,78,1005.2,,12-11-2021
1.2,-2.9,5.2,1.3,,228,14.3,37,1003.2,,13-11-2021
-1.7,-4,0.6,0,,203,10.9,,1006.8,,14-11-2021
-0.6,-4,2.9,0,0,317,11.7,35,1011.8,,15-11-2021
-3.7,-6,-1.4,0,0,351,12.9,33,1020.2,,16-11-2021
-1.6,-4.8,1.7,1.6,0,135,18.4,161,1012.4,,17-11-2021
1.1,-1.7,3.8,0,,249,17.2,114,1009,,18-11-2021
-1.3,-3.1,1.6,0,0,281,16.5,44,1024,,19-11-2021
0.2,-3,3.3,0.9,,187,17.6,50,1022.9,,20-11-2021
0.6,-2.3,3.5,9.3,,186,17.5,65,1012.5,,21-11-2021
-5.3,-8.2,-2.4,0,0,276,18.2,55,1010.2,,22-11-2021
-5,-8,-2,0,,273,12.6,,1019.9,,23-11-2021
0.4,-3.9,4.7,0,,170,22.9,46,1016.1,,24-11-2021
-2.2,-8.3,4,14.6,60,31,15.9,50,1012,,25-11-2021
-12.5,-17,-7.9,3,80,347,21.8,53,1014.9,,26-11-2021
-14.6,-20.1,-9.1,0,40,15,6.8,,1017,,27-11-2021
-10.4,-15.3,-6.4,0,60,49,4.1,,1012.5,,28-11-2021
-5.3,-7.3,-3.3,0.2,60,258,6.3,,1015.5,,29-11-2021
-3.9,-6.9,-0.8,1.8,60,173,13.4,48,1009.4,,30-11-2021
-5.6,-10.2,0.2,1.2,90,193,16,56,1013.6,,01-12-2021
-0.5,-7,3.4,4.4,50,271,27.5,70,998.3,,02-12-2021
-12.1,-16.3,-7.8,0.4,50,285,10.3,,1019.1,,03-12-2021
-6.4,-11.2,-1.5,2.6,80,267,13.1,40,1015.5,,04-12-2021
-9.6,-13.4,-5.8,1.3,70,85,13.1,48,1023.3,,05-12-2021
-8,-15.3,-0.7,2.3,140,270,21.6,57,1000,,06-12-2021
-17.7,-22.2,-13.2,0,160,270,12.3,32,1021.4,,07-12-2021
